ID,Category,Issue,Symptoms,Solution Steps,Severity,Estimated Resolution Time,Common Causes,Keywords,Urdu Solution,Documentation Link
1728,Security,Antivirus not updating - Variant 44,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,22 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1729,Security,Antivirus not updating - Variant 4,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,13 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1730,Security,Antivirus not updating - Variant 19,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,40 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1731,Security,Antivirus not updating - Variant 21,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,13 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1732,Security,Antivirus not updating - Variant 39,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,31 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1733,Security,Antivirus not updating - Variant 21,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,6 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1734,Security,Antivirus not updating - Variant 15,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,29 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1735,Security,Antivirus not updating - Variant 30,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,42 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1736,Security,Antivirus not updating - Variant 14,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,39 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1737,Security,Antivirus not updating - Variant 26,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,37 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1738,Security,Antivirus not updating - Variant 16,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,21 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1739,Security,Antivirus not updating - Variant 9,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,24 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1740,Security,Antivirus not updating - Variant 40,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,47 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1741,Security,Antivirus not updating - Variant 26,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,37 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1742,Security,Antivirus not updating - Variant 8,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,39 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1743,Security,Antivirus not updating - Variant 25,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,29 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1744,Security,Antivirus not updating - Variant 48,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,44 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
